StaffId,StaffJobId,FestivalId,Name,Surname,DateOfBirth,ContactPhone,IsCertified
863,3,39,Bryn,Dugood,1967-03-31,926-960-0456,false
864,2,349,Heather,Shervil,1905-12-25,966-539-6529,false
865,2,725,Ardyth,Treuge,1987-02-03,433-643-2148,true
866,1,673,Olag,Vanderson,1941-06-05,904-256-0191,true
867,2,602,Prinz,Ragate,1933-03-12,300-873-1185,false
868,1,467,Jane,Rawcliff,1900-07-05,145-919-9792,false
869,3,700,Kiley,Panniers,1946-04-18,538-338-2336,true
870,4,868,Elton,Pimblotte,1910-09-09,292-572-8176,true
871,3,183,Marigold,Hallwood,1946-10-17,245-472-1371,false
872,1,279,Saunderson,Swalwell,1932-09-07,424-695-9923,false
873,3,80,Gabriello,Dewar,1919-02-19,633-753-8579,false
874,1,8,Tyson,Aneley,1981-02-01,725-795-0255,true
875,2,85,Jarrett,Buske,1917-09-21,960-954-2151,false
876,4,749,Carmelle,Verecker,1973-05-10,101-462-4550,true
877,2,960,Lin,Wyne,1997-06-05,386-219-3065,true
878,1,753,Jolee,Nigh,1901-04-16,176-262-1718,false
879,2,880,Jess,Beinisch,1904-11-07,162-926-5373,true
880,3,486,Nilson,Whereat,1988-01-02,621-547-7244,true
881,1,566,Tomas,Persehouse,1953-06-24,829-546-7176,true
882,4,464,Frazier,Cowwell,1903-10-14,969-920-0560,true
883,4,272,Aryn,O'Lagene,1980-06-09,545-768-7342,false
884,4,16,Allie,Meynell,1920-12-01,631-104-9033,false
885,2,84,Wylma,Lowensohn,1971-08-26,924-267-6817,true
886,2,42,Ginevra,Hourigan,1964-04-28,462-974-5865,true
887,2,845,Ellswerth,Blasetti,1919-08-16,801-193-5528,true
888,4,912,Paten,Kraft,1997-01-03,615-695-1259,false
889,2,252,Skipp,Jordan,1959-03-11,683-652-0791,false
890,3,491,Aubrey,Wiffler,1917-04-24,760-317-6775,false
891,2,525,Matthaeus,Hardistry,1944-01-30,805-462-2605,false
892,1,418,Eulalie,Chopin,1904-04-02,131-743-5409,true
893,2,950,Gabbie,Degoe,1927-03-12,359-699-2879,true
894,2,920,Valerye,Fishly,1990-05-24,192-688-6528,false
895,3,636,Laure,Geane,1983-04-03,373-992-6319,false
896,2,965,Emmalee,Gland,1922-10-20,388-740-9156,true
897,1,578,Sidonnie,Monteith,1991-11-25,451-666-7265,false
898,4,507,Teodora,Kermott,1994-03-03,282-557-6728,true
899,1,405,Redford,Duval,1968-09-12,739-666-9774,true
900,4,359,Pebrook,Ivasechko,1978-08-27,245-814-4693,true
901,2,185,Darin,Leppingwell,1902-04-29,886-176-1236,false
902,1,596,Keven,Wedon,1948-09-09,917-710-8735,false
903,3,419,Lianna,Kuhnt,1985-08-03,638-432-3088,false
904,4,750,Brit,Klessmann,1942-11-11,969-581-2933,false
905,1,42,Dill,Ahmad,1929-07-26,397-500-0181,true
906,2,800,Glad,Cockshoot,1976-09-04,782-609-4895,false
907,2,16,Ros,Germaine,1916-05-17,601-712-4596,false
908,3,575,Tabbie,Follett,1932-10-14,703-615-9789,false
909,2,893,Adena,Caslett,1912-07-20,208-316-2123,true
910,1,861,Becka,Lasslett,2002-02-27,255-921-2948,true
911,2,937,Bernie,Burhill,2002-12-09,358-355-0243,false
912,4,23,Val,Clempton,1911-03-27,460-960-9315,true
913,1,437,Gaultiero,Beardshall,1968-02-15,871-539-0162,false
914,4,836,Phillida,Simner,1948-01-21,285-607-4817,true
915,4,955,Nomi,Le Merchant,1974-03-23,479-190-6761,false
916,3,336,Ambrosi,Buckner,1952-06-27,646-392-1600,false
917,4,312,Denver,Elgee,1993-10-18,846-925-8440,false
918,4,813,Farrell,Provest,1996-05-19,351-447-7912,false
919,1,527,Royal,Espinho,1980-09-13,162-603-4221,true
920,1,517,Teresina,Ginn,1951-02-26,489-196-6500,true
921,3,337,Cleo,Gillian,1966-07-13,328-519-7386,true
922,4,170,Elvin,Onele,1916-08-21,746-664-4408,true
923,4,727,Noby,Burghall,1996-03-02,675-499-9210,false
924,2,678,Jannelle,Cornewell,1915-10-05,520-864-3930,true
925,3,907,Ludovika,Zavattari,1908-05-22,233-151-0286,false
926,2,468,Gaby,Tunkin,1979-01-14,476-895-8600,true
927,4,165,Marjorie,Aylward,1989-12-20,958-735-7116,true
928,1,922,Hilliard,Sarjent,1954-04-17,939-189-8052,true
929,2,923,Emalia,Shall,1960-11-09,102-165-5688,true
930,2,408,Jobi,Inkpin,1975-09-06,202-971-5619,true
931,3,121,Tonia,Quarton,1993-09-28,379-617-9197,true
932,3,374,Sadella,Strathdee,1991-05-31,760-845-3242,false
933,3,461,Gloria,Kundt,1916-07-01,627-296-5769,true
934,2,42,Kippar,Duffan,1952-03-14,134-189-3271,true
935,4,750,Paton,Kenningham,1906-04-16,678-532-5914,true
936,2,268,Hersch,Drejer,1910-09-17,762-556-4984,true
937,4,514,Dag,McInnery,1954-05-10,241-941-9171,false
938,1,395,Cletis,Olenchenko,1980-07-14,197-106-1163,true
939,1,153,Jesse,Ranald,1952-09-25,725-250-0366,false
940,2,8,Zack,Gudyer,1930-06-29,616-311-5146,true
941,4,393,Jayme,Bohills,1959-12-07,629-256-6413,false
942,3,425,Sampson,Degli Antoni,2003-09-14,704-285-6607,true
943,3,339,Natal,Nagle,1931-03-24,296-494-1215,true
944,4,70,Toddie,Zoren,1943-07-04,755-396-1206,false
945,3,784,Baily,Foord,1964-01-14,573-517-3542,false
946,3,837,Barri,Wolledge,1977-04-26,518-320-2429,true
947,3,245,Al,Trumper,1944-12-20,973-871-0052,true
948,1,71,Giustino,Swanger,1913-11-28,809-986-2545,true
949,4,84,Payton,Vader,1903-02-18,247-308-6441,false
950,4,671,Abram,Lukins,1992-07-06,325-519-9386,false
951,4,590,Hayley,Vasilischev,1978-06-29,305-481-1104,true
952,4,38,Kirby,Giovannelli,1992-07-21,276-750-9778,false
953,1,120,Guillermo,Collop,1988-12-27,516-834-0775,false
954,4,377,Jillana,Jolly,1937-06-28,637-845-5809,false
955,3,978,Albert,Faley,1903-07-27,977-945-0919,false
956,1,359,Brandise,Farrimond,2000-05-03,494-103-2128,true
957,4,126,Philipa,Cowx,1920-07-09,897-296-8796,false
958,2,960,Nertie,Yeulet,1944-01-06,733-777-9021,false
959,2,685,Felita,Miles,1991-07-05,151-297-8943,true
960,4,123,Fairlie,Neath,1975-11-25,521-544-0842,true
961,3,190,Nelli,Andrag,1911-05-30,167-995-0238,false
962,1,488,Bev,Styant,1919-03-07,827-355-5203,true
963,3,636,Robers,Gonzalvo,1924-08-13,258-839-9685,false
964,1,590,Dillon,Fullerton,1901-05-09,558-331-6608,true
965,1,185,Jo,L'Amie,1909-08-07,841-640-2786,false
966,1,982,Ximenes,Elster,1965-09-02,560-536-8858,true
967,3,313,Aeriela,Svanetti,1910-06-04,782-378-2772,false
968,3,852,Darsey,Ghione,1958-02-25,748-627-3285,false
969,3,767,Pincas,Lanaway,1906-01-26,303-976-3139,true
970,4,490,Doralin,Vannozzii,1925-01-21,690-719-7996,false
971,1,476,Rowney,Coulson,1973-05-04,436-555-5883,true
972,4,732,Gregory,Apfelmann,1950-01-24,310-471-9984,true
973,1,702,Martguerita,Cutteridge,1905-09-26,837-223-4973,true
974,4,538,Michele,Guyonneau,1949-11-01,163-757-0376,true
975,3,712,Marsh,Clow,2004-11-29,749-542-4545,true
976,2,905,Glennie,Beamond,1945-11-12,328-252-8323,true
977,2,97,Frederique,McNess,1982-09-26,748-966-8599,true
978,2,647,Clare,Munkley,1978-04-30,381-379-0922,false
979,3,359,Fritz,Toller,1921-12-27,829-678-6317,true
980,2,875,Natale,Bauduccio,1974-02-28,395-992-6394,true
981,2,503,Galvan,Hogben,1915-05-22,115-960-6393,true
982,2,239,Lorain,Sykora,1979-03-31,467-566-3926,false
983,2,819,Cymbre,Capehorn,1929-05-12,188-739-7048,true
984,2,594,Arny,Ions,1977-01-28,312-838-1072,true
985,1,180,Dugald,Aykroyd,1976-07-27,218-638-4247,false
986,4,638,Jonah,Cruse,1974-11-16,817-513-9313,false
987,3,70,Tabby,Gonnely,1995-02-14,750-466-6888,false
988,2,651,Christopher,Niles,1958-03-31,592-217-9529,true
989,2,779,Tamqrah,Roselli,1974-02-22,143-233-6979,true
990,3,359,Brion,McDonnell,1904-02-07,879-812-2624,false
991,1,286,Eryn,Attock,1964-06-25,776-747-3676,true
992,2,177,Gilemette,Buy,1962-12-09,620-489-4102,false
993,2,650,Lulita,Okey,1944-05-13,899-716-1568,false
994,2,302,Lem,Rollitt,1928-07-24,413-776-7844,true
995,3,607,Tarrah,Gascar,1910-03-06,352-187-8517,false
996,2,267,Minne,Waine,1963-04-04,542-363-9126,false
997,1,29,Tiffie,Austen,1974-01-15,994-982-8691,false
998,2,167,Leontine,Rush,1995-10-01,819-818-4372,true
999,3,575,Ripley,Grocott,1985-09-01,867-640-5956,true
1000,1,609,Maddy,Opdenorth,1975-10-08,190-997-1883,true
